"schema","child_table","constraint_name","constraint_type","child_columns","parent_schema","parent_table","parent_columns","on_update","on_delete","validated","tenant_pair_detected","definition","classification","expected","difference"
"public","daily_report_item_tags","daily_report_item_tags_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_item_tags","daily_report_item_tags_tag_code_fkey","FOREIGN KEY","tag_code","public","daily_report_item_tag_definitions","code","NO ACTION","NO ACTION","true","false","FOREIGN KEY (tag_code) REFERENCES daily_report_item_tag_definitions(code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_item_tags","daily_report_item_tags_unique","UNIQUE","daily_report_item_id,tag_code",,,"",,,"true","false","UNIQUE (daily_report_item_id, tag_code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_item_tags","daily_report_item_tags_updated_by_fkey","FOREIGN KEY","updated_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (updated_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_amount_source_check","CHECK","amount_source",,,"",,,"true","false","CHECK ((amount_source = ANY (ARRAY['menu_price'::text, 'manual'::text, 'estimate'::text, 'override'::text, 'reservation'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_billing_type_check","CHECK","billing_type",,,"",,,"true","false","CHECK (((billing_type)::text = ANY ((ARRAY['insurance'::character varying, 'private'::character varying])::text[])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_care_episode_id_fkey","FOREIGN KEY","care_episode_id","public","care_episodes","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (care_episode_id) REFERENCES care_episodes(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_coverage_resolution_source_check","CHECK","coverage_resolution_source",,,"",,,"true","false","CHECK (((coverage_resolution_source IS NULL) OR (coverage_resolution_source = ANY (ARRAY['customer_default'::text, 'manual'::text, 'recalculated'::text]))))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_created_by_fkey","FOREIGN KEY","created_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_customer_id_fkey","FOREIGN KEY","customer_id","public","customers","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (customer_id) REFERENCES customers(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_customer_insurance_coverage_id_fkey","FOREIGN KEY","customer_insurance_coverage_id","public","customer_insurance_coverages","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (customer_insurance_coverage_id) REFERENCES customer_insurance_coverages(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_daily_report_id_fkey","FOREIGN KEY","daily_report_id","public","daily_reports","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (daily_report_id) REFERENCES daily_reports(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_duration_non_negative","CHECK","duration_minutes",,,"",,,"true","false","CHECK ((duration_minutes >= 0))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_estimate_status_check","CHECK","estimate_status",,,"",,,"true","false","CHECK ((estimate_status = ANY (ARRAY['not_calculated'::text, 'calculated'::text, 'needs_review'::text, 'blocked'::text, 'overridden'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_fee_non_negative","CHECK","fee",,,"",,,"true","false","CHECK ((fee >= (0)::numeric))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_menu_billing_profile_id_fkey","FOREIGN KEY","menu_billing_profile_id","public","menu_billing_profiles","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (menu_billing_profile_id) REFERENCES menu_billing_profiles(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_menu_id_fkey","FOREIGN KEY","menu_id","public","menus","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (menu_id) REFERENCES menus(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_next_reservation_id_fkey","FOREIGN KEY","next_reservation_id","public","reservations","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (next_reservation_id) REFERENCES reservations(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_next_reservation_window_check","CHECK","next_reservation_start_time,next_reservation_end_time",,,"",,,"true","false","CHECK ((((next_reservation_start_time IS NULL) AND (next_reservation_end_time IS NULL)) OR ((next_reservation_start_time IS NOT NULL) AND (next_reservation_end_time IS NOT NULL) AND (next_reservation_end_time > next_reservation_start_time))))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_patient_burden_rate_check","CHECK","patient_burden_rate",,,"",,,"true","false","CHECK (((patient_burden_rate IS NULL) OR (patient_burden_rate = ANY (ARRAY[0, 10, 20, 30]))))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_payment_method_id_fkey","FOREIGN KEY","payment_method_id","public","master_payment_methods","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (payment_method_id) REFERENCES master_payment_methods(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_pricing_snapshot_status_check","CHECK","pricing_snapshot_status",,,"",,,"true","false","CHECK ((pricing_snapshot_status = ANY (ARRAY['pending'::text, 'confirmed'::text, 'needs_review'::text, 'recalculated'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_reservation_id_fkey","FOREIGN KEY","reservation_id","public","reservations","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (reservation_id) REFERENCES reservations(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_revenue_context_code_fkey","FOREIGN KEY","revenue_context_code","public","revenue_contexts","code","NO ACTION","NO ACTION","true","false","FOREIGN KEY (revenue_context_code) REFERENCES revenue_contexts(code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_revenue_context_source_check","CHECK","revenue_context_source",,,"",,,"true","false","CHECK ((revenue_context_source = ANY (ARRAY['derived'::text, 'manual'::text, 'override'::text, 'system'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_source_check","CHECK","source",,,"",,,"true","false","CHECK (((source)::text = ANY ((ARRAY['reservation'::character varying, 'manual'::character varying])::text[])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_staff_resource_id_fkey","FOREIGN KEY","staff_resource_id","public","resources","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (staff_resource_id) REFERENCES resources(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_updated_by_fkey","FOREIGN KEY","updated_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (updated_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_visit_ordinal_check","CHECK","visit_ordinal_in_episode",,,"",,,"true","false","CHECK (((visit_ordinal_in_episode IS NULL) OR (visit_ordinal_in_episode >= 1)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_report_items","daily_report_items_visit_stage_code_fkey","FOREIGN KEY","visit_stage_code","public","visit_stage_definitions","code","NO ACTION","NO ACTION","true","false","FOREIGN KEY (visit_stage_code) REFERENCES visit_stage_definitions(code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_reports","daily_reports_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_reports","daily_reports_clinic_id_report_date_key","UNIQUE","clinic_id,report_date",,,"",,,"true","false","UNIQUE (clinic_id, report_date)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_reports","daily_reports_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","daily_reports","daily_reports_staff_id_fkey","FOREIGN KEY","staff_id","public","staff","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (staff_id) REFERENCES staff(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","email_logs","email_logs_outbox_id_fkey","FOREIGN KEY","outbox_id","public","email_outbox","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (outbox_id) REFERENCES email_outbox(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","email_logs","email_logs_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","email_outbox","email_outbox_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","email_outbox","email_outbox_status_check","CHECK","status",,,"",,,"true","false","CHECK ((status = ANY (ARRAY['pending'::text, 'processing'::text, 'sent'::text, 'failed'::text, 'cancelled'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","encryption_keys","encryption_keys_key_name_key","UNIQUE","key_name",,,"",,,"true","false","UNIQUE (key_name)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","encryption_keys","encryption_keys_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","improvement_backlog","improvement_backlog_business_value_check","CHECK","business_value",,,"",,,"true","false","CHECK (((business_value >= 1) AND (business_value <= 10)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","improvement_backlog","improvement_backlog_category_check","CHECK","category",,,"",,,"true","false","CHECK ((category = ANY (ARRAY['feature'::text, 'enhancement'::text, 'bug_fix'::text, 'technical_debt'::text, 'documentation'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","improvement_backlog","improvement_backlog_estimated_effort_check","CHECK","estimated_effort",,,"",,,"true","false","CHECK ((estimated_effort = ANY (ARRAY['xs'::text, 's'::text, 'm'::text, 'l'::text, 'xl'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","improvement_backlog","improvement_backlog_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","improvement_backlog","improvement_backlog_priority_check","CHECK","priority",,,"",,,"true","false","CHECK ((priority = ANY (ARRAY['critical'::text, 'high'::text, 'medium'::text, 'low'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","improvement_backlog","improvement_backlog_status_check","CHECK","status",,,"",,,"true","false","CHECK ((status = ANY (ARRAY['backlog'::text, 'planned'::text, 'in_progress'::text, 'completed'::text, 'cancelled'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_items","insurance_fee_items_amount_check","CHECK","amount_yen",,,"",,,"true","false","CHECK (((amount_yen IS NULL) OR (amount_yen >= (0)::numeric)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_items","insurance_fee_items_applicable_conditions_check","CHECK","applicable_conditions_json",,,"",,,"true","false","CHECK ((jsonb_typeof(applicable_conditions_json) = 'object'::text))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_items","insurance_fee_items_confidence_check","CHECK","confidence",,,"",,,"true","false","CHECK ((confidence = ANY (ARRAY['high'::text, 'medium'::text, 'low'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_items","insurance_fee_items_exclusion_conditions_check","CHECK","exclusion_conditions_json",,,"",,,"true","false","CHECK ((jsonb_typeof(exclusion_conditions_json) = 'object'::text))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_items","insurance_fee_items_manual_amount_check","CHECK","manual_amount_required,amount_yen,auto_calculation_allowed",,,"",,,"true","false","CHECK (((manual_amount_required = false) OR ((amount_yen IS NULL) AND (auto_calculation_allowed = false))))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_items","insurance_fee_items_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_items","insurance_fee_items_required_inputs_check","CHECK","required_inputs_json",,,"",,,"true","false","CHECK ((jsonb_typeof(required_inputs_json) = 'object'::text))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_items","insurance_fee_items_schedule_code_fkey","FOREIGN KEY","schedule_code","public","insurance_fee_schedules","schedule_code","NO ACTION","NO ACTION","true","false","FOREIGN KEY (schedule_code) REFERENCES insurance_fee_schedules(schedule_code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_items","insurance_fee_items_source_id_fkey","FOREIGN KEY","source_id","public","insurance_fee_sources","source_id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (source_id) REFERENCES insurance_fee_sources(source_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_items","insurance_fee_items_source_snapshot_fkey","FOREIGN KEY","source_id,source_snapshot_hash","public","insurance_fee_source_snapshots","source_id,content_hash","NO ACTION","NO ACTION","true","false","FOREIGN KEY (source_id, source_snapshot_hash) REFERENCES insurance_fee_source_snapshots(source_id, content_hash)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_items","insurance_fee_items_unique_schedule_item","UNIQUE","schedule_code,item_code",,,"",,,"true","false","UNIQUE (schedule_code, item_code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_items","insurance_fee_items_warning_codes_check","CHECK","warning_codes_json",,,"",,,"true","false","CHECK ((jsonb_typeof(warning_codes_json) = 'array'::text))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_revision_diffs","insurance_fee_revision_diffs_conditions_check","CHECK","old_conditions_json,new_conditions_json",,,"",,,"true","false","CHECK ((((old_conditions_json IS NULL) OR (jsonb_typeof(old_conditions_json) = 'object'::text)) AND ((new_conditions_json IS NULL) OR (jsonb_typeof(new_conditions_json) = 'object'::text))))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_revision_diffs","insurance_fee_revision_diffs_diff_type_check","CHECK","diff_type",,,"",,,"true","false","CHECK ((diff_type = ANY (ARRAY['added'::text, 'removed'::text, 'amount_changed'::text, 'condition_changed'::text, 'label_changed'::text, 'manual_rule_changed'::text, 'unchanged'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_revision_diffs","insurance_fee_revision_diffs_new_schedule_fkey","FOREIGN KEY","new_schedule_code","public","insurance_fee_schedules","schedule_code","NO ACTION","NO ACTION","true","false","FOREIGN KEY (new_schedule_code) REFERENCES insurance_fee_schedules(schedule_code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_revision_diffs","insurance_fee_revision_diffs_old_schedule_fkey","FOREIGN KEY","old_schedule_code","public","insurance_fee_schedules","schedule_code","NO ACTION","NO ACTION","true","false","FOREIGN KEY (old_schedule_code) REFERENCES insurance_fee_schedules(schedule_code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_revision_diffs","insurance_fee_revision_diffs_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_revision_diffs","insurance_fee_revision_diffs_review_status_check","CHECK","review_status",,,"",,,"true","false","CHECK ((review_status = ANY (ARRAY['pending'::text, 'reviewed'::text, 'approved'::text, 'rejected'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_revision_diffs","insurance_fee_revision_diffs_reviewed_by_fkey","FOREIGN KEY","reviewed_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (reviewed_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_schedules","insurance_fee_schedules_effective_range_check","CHECK","effective_to,effective_from",,,"",,,"true","false","CHECK (((effective_to IS NULL) OR (effective_to >= effective_from)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_schedules","insurance_fee_schedules_payer_context_code_check","CHECK","payer_context_code",,,"",,,"true","false","CHECK ((payer_context_code = ANY (ARRAY['insurance'::text, 'workers_comp'::text, 'traffic_accident'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_schedules","insurance_fee_schedules_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_schedules","insurance_fee_schedules_profession_type_check","CHECK","profession_type",,,"",,,"true","false","CHECK ((profession_type = ANY (ARRAY['judo'::text, 'acupuncture'::text, 'moxibustion'::text, 'anma_massage'::text, 'common'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_schedules","insurance_fee_schedules_replacement_fkey","FOREIGN KEY","replacement_schedule_code","public","insurance_fee_schedules","schedule_code","NO ACTION","NO ACTION","true","false","FOREIGN KEY (replacement_schedule_code) REFERENCES insurance_fee_schedules(schedule_code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_schedules","insurance_fee_schedules_replacement_self_check","CHECK","replacement_schedule_code,schedule_code",,,"",,,"true","false","CHECK (((replacement_schedule_code IS NULL) OR (replacement_schedule_code <> schedule_code)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_schedules","insurance_fee_schedules_schedule_code_unique","UNIQUE","schedule_code",,,"",,,"true","false","UNIQUE (schedule_code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_schedules","insurance_fee_schedules_source_id_fkey","FOREIGN KEY","source_id","public","insurance_fee_sources","source_id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (source_id) REFERENCES insurance_fee_sources(source_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_schedules","insurance_fee_schedules_source_snapshot_fkey","FOREIGN KEY","source_id,source_snapshot_hash","public","insurance_fee_source_snapshots","source_id,content_hash","NO ACTION","NO ACTION","true","false","FOREIGN KEY (source_id, source_snapshot_hash) REFERENCES insurance_fee_source_snapshots(source_id, content_hash)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_schedules","insurance_fee_schedules_status_check","CHECK","schedule_status",,,"",,,"true","false","CHECK ((schedule_status = ANY (ARRAY['draft'::text, 'reviewed'::text, 'active'::text, 'superseded'::text, 'retired'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_schedules","insurance_fee_schedules_supersedes_fkey","FOREIGN KEY","supersedes_schedule_code","public","insurance_fee_schedules","schedule_code","NO ACTION","NO ACTION","true","false","FOREIGN KEY (supersedes_schedule_code) REFERENCES insurance_fee_schedules(schedule_code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_schedules","insurance_fee_schedules_supersedes_self_check","CHECK","supersedes_schedule_code,schedule_code",,,"",,,"true","false","CHECK (((supersedes_schedule_code IS NULL) OR (supersedes_schedule_code <> schedule_code)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_source_snapshots","insurance_fee_source_snapshots_byte_size_check","CHECK","byte_size",,,"",,,"true","false","CHECK (((byte_size IS NULL) OR (byte_size >= 0)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_source_snapshots","insurance_fee_source_snapshots_content_hash_unique","UNIQUE","content_hash",,,"",,,"true","false","UNIQUE (content_hash)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_source_snapshots","insurance_fee_source_snapshots_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_source_snapshots","insurance_fee_source_snapshots_source_hash_unique","UNIQUE","source_id,content_hash",,,"",,,"true","false","UNIQUE (source_id, content_hash)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_source_snapshots","insurance_fee_source_snapshots_source_id_fkey","FOREIGN KEY","source_id","public","insurance_fee_sources","source_id","NO ACTION","NO ACTION","true","false","FOREIGN KEY (source_id) REFERENCES insurance_fee_sources(source_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_sources","insurance_fee_sources_effective_range_check","CHECK","effective_to,effective_from",,,"",,,"true","false","CHECK (((effective_to IS NULL) OR (effective_from IS NULL) OR (effective_to >= effective_from)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_sources","insurance_fee_sources_pkey","PRIMARY KEY","source_id",,,"",,,"true","false","PRIMARY KEY (source_id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_sources","insurance_fee_sources_reliability_check","CHECK","reliability",,,"",,,"true","false","CHECK ((reliability = ANY (ARRAY['official'::text, 'quasi_official'::text, 'association'::text, 'vendor'::text, 'internal'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_sources","insurance_fee_sources_target_domain_check","CHECK","target_domain",,,"",,,"true","false","CHECK ((target_domain = ANY (ARRAY['judo_health_insurance'::text, 'acupuncture_health_insurance'::text, 'workers_comp_judo'::text, 'workers_comp_acupuncture'::text, 'traffic_accident'::text, 'common'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_warning_definitions","insurance_fee_warning_definitions_payer_context_code_check","CHECK","applies_to_payer_context_code",,,"",,,"true","false","CHECK (((applies_to_payer_context_code IS NULL) OR (applies_to_payer_context_code = ANY (ARRAY['insurance'::text, 'workers_comp'::text, 'traffic_accident'::text]))))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_warning_definitions","insurance_fee_warning_definitions_pkey","PRIMARY KEY","warning_code",,,"",,,"true","false","PRIMARY KEY (warning_code)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_warning_definitions","insurance_fee_warning_definitions_profession_type_check","CHECK","applies_to_profession_type",,,"",,,"true","false","CHECK (((applies_to_profession_type IS NULL) OR (applies_to_profession_type = ANY (ARRAY['judo'::text, 'acupuncture'::text, 'moxibustion'::text, 'anma_massage'::text, 'common'::text]))))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","insurance_fee_warning_definitions","insurance_fee_warning_definitions_severity_check","CHECK","severity",,,"",,,"true","false","CHECK ((severity = ANY (ARRAY['info'::text, 'warning'::text, 'needs_review'::text, 'blocked'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","internal_job_runs","internal_job_runs_pkey","PRIMARY KEY","job_name",,,"",,,"true","false","PRIMARY KEY (job_name)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","line_message_outbox","line_message_outbox_attempts_check","CHECK","attempts",,,"",,,"true","false","CHECK (((attempts >= 0) AND (attempts <= 3)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","line_message_outbox","line_message_outbox_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","line_message_outbox","line_message_outbox_line_user_id_not_blank","CHECK","line_user_id",,,"",,,"true","false","CHECK ((length(btrim(line_user_id)) > 0))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","line_message_outbox","line_message_outbox_message_type_not_blank","CHECK","message_type",,,"",,,"true","false","CHECK ((length(btrim(message_type)) > 0))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","line_message_outbox","line_message_outbox_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","line_message_outbox","line_message_outbox_status_check","CHECK","status",,,"",,,"true","false","CHECK ((status = ANY (ARRAY['pending'::text, 'sent'::text, 'failed'::text])))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","manager_clinic_assignments","manager_clinic_assignments_assigned_by_fkey","FOREIGN KEY","assigned_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (assigned_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","manager_clinic_assignments","manager_clinic_assignments_clinic_id_fkey","FOREIGN KEY","clinic_id","public","clinics","id","NO ACTION","CASCADE","true",,"FOREIGN KEY (clinic_id) REFERENCES clinics(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","manager_clinic_assignments","manager_clinic_assignments_manager_user_id_fkey","FOREIGN KEY","manager_user_id","auth","users","id","NO ACTION","CASCADE","true","false","FOREIGN KEY (manager_user_id) REFERENCES auth.users(id) ON DELETE CASCADE","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","manager_clinic_assignments","manager_clinic_assignments_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","manager_clinic_assignments","manager_clinic_assignments_revoke_reason_length","CHECK","revoke_reason",,,"",,,"true","false","CHECK (((revoke_reason IS NULL) OR (char_length(revoke_reason) <= 500)))","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","manager_clinic_assignments","manager_clinic_assignments_revoked_by_fkey","FOREIGN KEY","revoked_by","auth","users","id","NO ACTION","SET NULL","true","false","FOREIGN KEY (revoked_by) REFERENCES auth.users(id) ON DELETE SET NULL","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","master_categories","master_categories_name_key","UNIQUE","name",,,"",,,"true","false","UNIQUE (name)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","master_categories","master_categories_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","master_patient_types","master_patient_types_name_key","UNIQUE","name",,,"",,,"true","false","UNIQUE (name)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","master_patient_types","master_patient_types_pkey","PRIMARY KEY","id",,,"",,,"true","false","PRIMARY KEY (id)","UNCLASSIFIED","UNDECIDED","UNKNOWN"
